N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
2,0,,0.0920337662100792,0.005571646421656956
2,1,0.284942090511322,,-0.994428353578343
3,0,,0.045585352927446365,0.005571646421656956
3,1,0.18170949816703796,0.3286762833595276,0.24433078902123753
3,2,-0.6572181582450867,,-0.994428353578343
4,0,,0.05676819756627083,0.005571646421656956
4,1,0.0814385861158371,0.1633015125989914,0.05276973234472707
4,2,0.24459552764892578,0.19225884974002838,0.21943639901139383
4,3,-0.8695011138916016,,-0.994428353578343
5,0,,0.06409361213445663,0.005571646421656956
5,1,0.08075661212205887,0.0749056339263916,5.9703761873953175e-05
5,2,0.4098251760005951,0.4326721429824829,0.24433078902123753
5,3,-0.04289387911558151,-0.08059309422969818,-0.00017863215553536038
5,4,-0.9645848274230957,,-0.994428353578343
6,0,,0.08062220364809036,0.005571646421656956
6,1,0.05193134397268295,-0.0017176693072542548,-0.010602249270822196
6,2,0.24897681176662445,0.3099958598613739,0.12496754870608168
6,3,0.48671194911003113,0.4466305077075958,0.2865105691519353
6,4,-0.31555435061454773,-0.32241585850715637,-0.19614420501744267
6,5,-1.0056414604187012,,-0.994428353578343
7,0,,0.08868120610713959,0.005571646421656956
7,1,0.06283766031265259,-0.0014657737920060754,-0.011063965228280168
7,2,0.12836958467960358,0.12688691914081573,0.05276973234472707
7,3,0.518873393535614,0.5177001357078552,0.24433078902123753
7,4,0.35935792326927185,0.3513910174369812,0.21943639901139383
7,5,-0.4781095087528229,-0.47010064125061035,-0.3445070267945836
7,6,-1.092459797859192,,-0.994428353578343
8,0,,0.0866471529006958,0.005571646421656956
8,1,0.09379733353853226,0.006252133287489414,-0.009237671862475717
8,2,0.09657417237758636,0.10047198086977005,0.016995757482605824
8,3,0.3290576934814453,0.33582112193107605,0.16046537134788508
8,4,0.528038740158081,0.5075803995132446,0.28897670866267033
8,5,0.14920982718467712,0.16569988429546356,0.11206687776629828
8,6,-0.5975388884544373,-0.6150035262107849,-0.4546047179496605
8,7,-1.1390666961669922,,-0.994428353578343
9,0,,0.0900954157114029,0.005571646421656956
9,1,0.09453796595335007,0.015237800776958466,-0.007095321530385319
9,2,0.024959232658147812,0.02014680951833725,5.9703761873953175e-05
9,3,0.25052931904792786,0.2627705931663513,0.09552031665071051
9,4,0.5773981809616089,0.5968495607376099,0.24433078902123753
9,5,0.40990906953811646,0.4009128510951996,0.27216070514963553
9,6,-0.02827845700085163,0.006988976150751114,-0.00017863215553536038
9,7,-0.6476972699165344,-0.6497617363929749,-0.5373905556470687
9,8,-1.1275110244750977,,-0.994428353578343
10,0,,0.09565064311027527,0.005571646421656956
10,1,0.0962342917919159,0.04268278926610947,-0.005189210023603955
10,2,0.045902423560619354,0.030597399920225143,-0.007607712402493583
10,3,0.14825323224067688,0.15611284971237183,0.05276973234472707
10,4,0.3762173652648926,0.3494865298271179,0.1803826604358238
10,5,0.5321477055549622,0.5092112421989441,0.28479295163425816
