N_DISC,T,estimated_epo,CI_lower_bound,CI_upper_bound
2,0.0,0.09543332,0.0861126258969307,0.10438898205757141
2,1.0,0.1929208,0.18019795417785645,0.20520900189876556
3,0.0,0.0569468,0.049682702869176865,0.06381829082965851
3,0.5,0.16529472,0.15497639775276184,0.1756063997745514
3,1.0,-0.515447,-0.5256764888763428,-0.5047875642776489
4,0.0,0.081125356,0.0750439465045929,0.08704949915409088
4,0.3333333333333333,0.07143521,0.06145784258842468,0.08138306438922882
4,0.6666666666666666,0.14885852,0.1380648910999298,0.1597437560558319
4,1.0,-0.7666547,-0.776820957660675,-0.7568186521530151
5,0.0,0.08561221,0.08032941818237305,0.09111560881137848
5,0.25,-0.0014608591,-0.010158364661037922,0.007307339925318956
5,0.5,0.31541696,0.3050290048122406,0.32541629672050476
5,0.75,-0.13061146,-0.14083141088485718,-0.12070634961128235
5,1.0,-0.886202,-0.8964008092880249,-0.8764135837554932
6,0.0,0.09686762,0.09183837473392487,0.1016617864370346
6,0.2,-0.015955864,-0.024544158950448036,-0.0075555830262601376
6,0.4,0.17786409,0.16804495453834534,0.18803474307060242
6,0.6000000000000001,0.4122774,0.40162423253059387,0.42277786135673523
6,0.8,-0.28497967,-0.2943724989891052,-0.27546462416648865
6,1.0,-0.90215003,-0.9121269583702087,-0.8922080993652344
7,0.0,0.10184636,0.097163625061512,0.10664413124322891
7,0.16666666666666666,-0.0214276,-0.029827192425727844,-0.013946633785963058
7,0.3333333333333333,0.0507351,0.04106861352920532,0.060083918273448944
7,0.5,0.34851095,0.33831891417503357,0.3581714928150177
7,0.6666666666666666,0.3127465,0.30199679732322693,0.3235655128955841
7,0.8333333333333333,-0.4323822,-0.4415799379348755,-0.42353835701942444
7,1.0,-0.929563,-0.9396007061004639,-0.9197835922241211
8,0.0,0.10969579,0.10535973310470581,0.11412890255451202
8,0.14285714285714285,-0.0216971,-0.029406243935227394,-0.014195308089256287
8,0.2857142857142857,0.032211356,0.0231837946921587,0.04118143394589424
